Column1;Column2;Column3;Column4;Column5
prix inclut;price include;-;0.750000 0.200000;3
Donnez;give;-;0.014493 0.014706;3
venir;May;-;0.069767 0.006579;3
quatre fr�res;four brothers;-;0.600000 1.000000;3
table;to eat;-;0.000473 0.075000;3
chiens nageaient;dogs swim;-;0.130435 1.000000;3
avait;that;-;0.008086 0.001351;3
elle avait;she;-;1.000000 0.001124;3
sal�e;little salty;-;0.011494 0.333333;3
situe;ache;-;0.214286 0.157895;3
Montrez;show;-;0.083333 0.018182;3
y.;Go;-;0.250000 0.028571;3
pr�f�res;color;-;0.063830 0.020000;3
Ajoute;bit;-;0.022901 0.050000;3
dans cette;in this;-;0.333333 0.157895;3
la;came;-;0.000417 0.032967;3
de;did you;-;0.000369 0.107143;3
oiseau;The bird;-;0.000732 1.000000;3
bel;sing;-;0.600000 0.010101;3
Ils sont;They;-;0.750000 0.000967;3
du;milk;-;0.002521 0.000834;3
pas;know;-;0.000328 0.005556;3
Ta s�ur;Your sister;-;0.750000 1.000000;3
aucune;skipping;-;0.083333 0.375000;3
partirai demain;fine tomorrow;-;0.750000 0.333333;3
tomber amoureux;fall;-;1.000000 0.057692;3
,;when;-;0.000158 0.003086;3
-;you ?;-;0.001159 0.030303;3
bon;tastes good;-;0.004464 0.375000;3
moins fumer;smoke less;-;1.000000 0.214286;3
mais ce;but;-;1.000000 0.000481;3
devait;comes;-;0.142857 0.100000;3
soit;true;-;0.027273 0.030303;3
laisse personne;interfere;-;1.000000 0.166667;3
Tous;English-English;-;0.120000 0.600000;3
joli;nice;-;0.200000 0.020833;3
peu diminu�;lessened;-;1.000000 0.058824;3
proprement;yet;-;0.075000 0.019231;3
arr�tes;give;-;0.130435 0.014706;3
La bouteille;bottle;-;1.000000 0.001625;3
vouloir;even mean;-;0.100000 1.000000;3
nature g�n�reuse;nature;-;0.107143 0.003046;3
Cet;device produces;-;0.066667 0.500000;3
termin�rent;finished;-;0.600000 0.012245;3
chaleur dilate;Heat expands;-;1.000000 0.272727;3
claire;clear;-;0.500000 0.037037;3
auras termin�;paper;-;1.000000 0.007389;3
fasse sombre;gets;-;0.333333 0.078947;3
fonctionne;working;-;0.051724 0.034091;3
aurais voulu;known;-;1.000000 0.032258;3
certain;few;-;0.025862 0.026786;3
�tre;acting;-;0.272727 0.428571;3
mure tomba;ripe;-;0.500000 0.040541;3
rest�;remained;-;0.027027 0.075000;3
moutons broutent;sheep graze;-;0.500000 0.750000;3
moiti�;either;-;0.019608 0.019608;3
Aimes;snakes;-;0.081081 0.100000;3
Mademoiselle Kanda;Kanda;-;0.136364 0.142857;3
r�ussisses;succeed;-;0.073171 0.071429;3
assiettes sales;dirty;-;0.428571 0.045455;3
adorerais;household chores;-;0.333333 1.000000;3
refus� cat�goriquement;flatly;-;0.125000 0.052632;3
pneu crev�;flat tyre;-;0.230769 0.750000;3
Chose;surprise;-;1.000000 0.083333;3
normale;win;-;0.428571 0.038462;3
mouraient;places;-;1.000000 0.049180;3
quitta;boiling;-;0.063830 0.029126;3
�teint;dies;-;0.107143 0.272727;3
facult�;plain;-;0.600000 0.040541;3
affect�es;affected;-;1.000000 0.750000;3
mousser;horns;-;0.600000 1.000000;3
vint;town;-;0.333333 0.024390;3
pierres;bridge;-;0.187500 0.010135;3
appara�t;All-nighters;-;0.157895 1.000000;3
expliqu�;somewhat;-;0.036585 0.600000;3
math�matiques;math;-;0.069767 0.032967;3
importation;closed;-;0.200000 0.103448;3
Me fais;clear;-;0.600000 0.037037;3
Ne reprendrez;Wo;-;1.000000 0.014851;3
exprime;does;-;0.136364 0.008696;3
remises habituelles;discounts;-;0.600000 0.428571;3
autoris�s;entitled;-;1.000000 0.375000;3
perdent;exchanging;-;1.000000 1.000000;3
grincheux;cranky;-;1.000000 1.000000;3
attaqu�;attacking;-;0.272727 1.000000;3
punition;punishments;-;1.000000 1.000000;3
mentionner;whiskey;-;0.272727 0.075000;3
�tages;five-story;-;1.000000 1.000000;3
cinqui�me �tage;fifth;-;1.000000 0.428571;3
critiques;reviews;-;1.000000 0.600000;3
noyer;drown;-;1.000000 0.096774;3
verrouill�e;anyway;-;0.037500 0.200000;3
oblige;obliges;-;1.000000 1.000000;3
cageot;chopped liver;-;0.300000 1.000000;3
fait aujourd'hui;today;-;1.000000 0.000720;3
Eh;So what;-;0.028846 0.750000;3
entr�e;came into;-;0.024793 1.000000;3
il;he is;-;0.001045 0.166667;3
d�sire;pizza;-;0.428571 0.012397;3
Eve;Eve drinks;-;0.083333 0.214286;3
rendra;sick;-;0.375000 0.025000;3
tiendra-t;Will;-;0.214286 0.021127;3
Qui;Who ate;-;0.003876 1.000000;3
aimerais;glass;-;0.009709 0.001801;3
voyait;seen;-;0.111111 0.014851;3
du;of the;-;0.002521 0.050847;3
sens�;behavior;-;0.071429 0.026786;3
aid�;herself;-;0.035714 0.041667;3
affaires;green;-;0.065217 0.011364;3
cercle ouvre-t;club;-;0.428571 0.039474;3
habits;These clothes;-;0.250000 0.500000;3
poign�e;doorknob;-;0.081081 0.142857;3
envoya;daughter;-;0.115385 0.031579;3
votre;for your;-;0.004658 0.750000;3
conseil;notice;-;0.024590 0.083333;3
fumer;can smoke;-;0.001075 0.500000;3
plaindre;constantly;-;0.017751 0.107143;3
meurt;died;-;0.166667 0.037037;3
aucun regret;no regrets;-;0.187500 1.000000;3
Mary;In;-;0.003871 0.007792;3
devint chaud;became warm;-;1.000000 0.200000;3
vin fran�ais;wine;-;0.600000 0.000823;3
Servez;help yourself;-;0.058824 0.230769;3
telle;bring;-;0.021583 0.027027;3
obtenir;obtain;-;0.107143 0.750000;3
nouveaux;new;-;0.428571 0.006263;3
lointaine;far away;-;0.250000 0.600000;3
eau douce;fresh water;-;0.750000 1.000000;3
courir aussi;run;-;1.000000 0.017045;3
Ces produits;These products;-;0.750000 0.600000;3
de;you to;-;0.000369 0.125000;3
pas;just;-;0.000328 0.007026;3
aide arrangerait;help;-;0.600000 0.006834;3
Quelqu'un;anyone;-;0.020548 0.018750;3
interm�diaire;through;-;0.157895 0.028037;3
j';When;-;0.009585 0.003155;3
ce que;the;-;0.018519 0.000242;3
cause;account;-;0.093750 0.046875;3
converser;talk;-;0.600000 0.023810;3
ville;living;-;0.005525 0.020134;3
yards;hundred yards;-;0.096774 0.230769;3
oblig�e;wait;-;0.103448 0.008197;3
aurait;ashamed;-;0.085714 0.013043;3
est une;a;-;0.150000 0.000221;3
pas;we;-;0.000328 0.001440;3
assurance sociale;insurance;-;0.176471 0.025000;3
donnez;cast;-;0.085714 0.214286;3
clairement;college;-;0.049180 0.046875;3
quatre-quarts;Should;-;0.750000 0.063830;3
paie;price;-;0.250000 0.013216;3
apercevoir;finds;-;0.272727 0.600000;3
chanson;silly;-;0.019355 0.333333;3
�teignez;Turn off;-;0.066667 0.166667;3
Pr�f�reriez;Would;-;0.750000 0.006881;3
long voyage;long;-;0.600000 0.007282;3
Savez;done;-;0.040000 0.009494;3
v�lo;bicycle repaired;-;0.008746 0.500000;3
mangeons;having;-;0.083333 0.013575;3
cuisini�re;mother;-;0.051724 0.000895;3
Selon;o'clock;-;0.047619 0.034091;3
distingua;Her;-;0.600000 0.020833;3
volont�;able;-;0.300000 0.017045;3
mentir;tell;-;0.093750 0.010309;3
nettoyer;sweeping;-;0.007874 0.176471;3
appr�cie;job;-;0.041667 0.010638;3
Cela;daily occurrence;-;0.024793 0.300000;3
plus;as;-;0.002396 0.005455;3
suppos�;smoke;-;0.058824 0.009646;3
chinois;all Greek;-;0.001475 1.000000;3
savez;know;-;0.230769 0.005556;3
c';was;-;0.014778 0.001080;3
quelque chose;something burning;-;0.002930 1.000000;3
pr�t� attention;paid attention;-;1.000000 0.375000;3
vus cuisiner;cooking;-;0.333333 0.008357;3
� boire;drink;-;1.000000 0.003695;3
contraint;am forced;-;0.017857 0.272727;3
lui;give;-;0.001325 0.014706;3
montrer;Thanks;-;0.031250 0.033333;3
-;doing;-;0.001159 0.009740;3
petit-d�jeunons;having;-;0.176471 0.013575;3
se;no;-;0.004815 0.006424;3
pour;for me;-;0.000808 0.078947;3
attention;doing;-;0.016129 0.009740;3
Au d�but;At;-;0.428571 0.066667;3
tout;completely;-;0.003584 0.013889;3
mal;head aches;-;0.009091 0.428571;3
m�me;I;-;0.006135 0.000169;3
la;There;-;0.000417 0.002122;3
sur le;the;-;0.187500 0.000242;3
As;pencil;-;0.015957 0.016043;3
seul;let;-;0.010453 0.013575;3
sommes arriv�s;arrived;-;1.000000 0.052632;3
peu;May;-;0.004847 0.006579;3
donn�;anything;-;0.025862 0.009615;3
s�r;quite;-;0.012146 0.025862;3
souvenais;ever;-;1.000000 0.022556;3
occup�e;took;-;0.017143 0.023810;3
t�l�;appear;-;0.011494 0.230769;3
Que;he doing;-;0.006036 0.750000;3
a;are;-;0.001283 0.002216;3
l';no;-;0.001156 0.006424;3
la;does;-;0.000417 0.008696;3
mauvais r�ve;bad dream;-;0.500000 0.750000;3
t�t;up early;-;0.004016 0.157895;3
bien;him;-;0.000758 0.001166;3
personne;man;-;0.013953 0.001376;3
qu' il;his;-;0.008902 0.001562;3
ne;good;-;0.000896 0.002331;3
ce;but;-;0.001361 0.000481;3
vraiment tout;really;-;0.600000 0.002846;3
temps !;about time;-;0.750000 0.428571;3
mais pas;but;-;0.428571 0.000481;3
Ils avaient;They were;-;0.600000 1.000000;3
avoir une;have a;-;0.093750 0.038961;3
poirier;stand;-;0.375000 0.021898;3
pourrais;spend;-;0.052632 0.008850;3
belle;most;-;0.016484 0.042857;3
Grecs;Greeks also;-;0.061224 1.000000;3
mati�re;knows everything;-;0.046875 0.375000;3
O� puis;Where;-;0.750000 0.002449;3
met;put;-;0.039474 0.008982;3
�;them;-;0.036585 0.019231;3
pour la;for the;-;0.150000 0.120000;3
souffre;suffering from;-;0.081081 0.750000;3
Il;this;-;0.000186 0.001240;3
tellement;Last;-;0.056604 0.125000;3
mange;Father;-;0.021429 0.013158;3
M�re;Mother goes;-;0.018750 0.750000;3
assis durant;sit;-;1.000000 0.040541;3
mais pas;, but;-;0.428571 0.021127;3
nous;in;-;0.001316 0.000553;3
nuit;owl;-;0.003308 0.150000;3
cass�;glass;-;0.039474 0.001801;3
Cet �v�nement;event;-;1.000000 0.088235;3
Avez;relieve;-;0.023622 0.375000;3
revenant;home;-;0.107143 0.007426;3
des;from;-;0.003906 0.008174;3
mettre;in;-;0.008798 0.000553;3
eu;traffic;-;0.035294 0.058824;3
pouvez;Money;-;0.040541 0.176471;3
m�dicament;medicine tastes;-;0.005792 1.000000;3
Qu' allez;tonight;-;0.272727 0.007712;3
Cela;died;-;0.024793 0.037037;3
Nicole sait;Nicole;-;1.000000 0.029412;3
fonctionne;It works;-;0.051724 0.375000;3
en train;eating;-;0.333333 0.010381;3
nourriture italienne;Italian food;-;0.428571 1.000000;3
mettre;down;-;0.008798 0.035294;3
compos�e;hydrogen;-;0.214286 0.157895;3
Que;future;-;0.006036 0.025862;3
chouette;fun;-;0.078947 0.020979;3
mangent;cuisine;-;0.130435 0.060000;3
particularis�e;Her;-;0.428571 0.020833;3
Conservez-le;Keep;-;0.142857 0.040541;3
autour;walked;-;0.030000 0.014423;3
Tu;the;-;0.000768 0.000242;3
a;no;-;0.001283 0.006424;3
chose;something else;-;0.004942 0.200000;3
magasins;stores;-;0.050847 1.000000;3
n' y;no;-;0.136364 0.006424;3
dix minutes;minutes;-;0.176471 0.003505;3
souper;eats;-;0.022901 0.028571;3
tr�s;very hot;-;0.000608 0.176471;3
senti coupable;felt guilty;-;0.214286 1.000000;3
�chec;setback;-;0.030928 1.000000;3
personnes sympathiques;nice;-;0.250000 0.020833;3
qualit�;capacity;-;0.006818 0.500000;3
traverse;signal;-;0.300000 0.176471;3
lequel;sort;-;0.096774 0.069767;3
sorti;fear;-;0.055556 0.063830;3
C�;Spring;-;0.142857 0.085714;3
occupe;plants;-;0.066667 0.016667;3
semblent;else;-;0.088235 0.032258;3
conduisez;cars;-;0.076923 0.008850;3
h�sitez;madam;-;0.300000 0.187500;3
les;make;-;0.002967 0.006652;3
fonctionne;runs;-;0.051724 0.016854;3
exercice chaque;exercise;-;0.500000 0.005803;3
d�sol�;waiting;-;0.006652 0.024194;3
pour avoir;for;-;0.375000 0.000805;3
accidentellement;accident;-;0.142857 0.003464;3
reprends;yourself;-;0.428571 0.026316;3
chanteur;popular;-;0.004975 0.020134;3
d�j�;when;-;0.004724 0.003086;3
qui;someone;-;0.003676 0.010830;3
Je vais;I 'm;-;0.090909 0.037500;3
parfait;just right;-;0.007500 1.000000;3
peux voir;can see;-;0.750000 0.600000;3
sorti manger;went;-;0.375000 0.012821;3
a;good;-;0.001283 0.002331;3
th�;make tea;-;0.000347 0.750000;3
est;more;-;0.000233 0.003375;3
crois;'re;-;0.029703 0.016949;3
bien tr�s;well very;-;1.000000 1.000000;3
chinois;progressing;-;0.001475 0.120000;3
Ces habits;These clothes;-;0.750000 0.500000;3
l';water;-;0.001156 0.000406;3
pouvais;myself;-;0.028571 0.017241;3
ail renforce;Garlic enhances;-;1.000000 0.300000;3
choix;alternative;-;0.008646 0.200000;3
Calme;easy;-;1.000000 0.015707;3
chanter;cannot sing;-;0.009868 1.000000;3
accusa;stolen;-;0.100000 0.025424;3
shopping;Most;-;0.083333 0.040541;3
habitude;keeping;-;0.014423 0.107143;3
amour;rendered;-;0.023077 0.375000;3
Ni;cross;-;0.125000 0.300000;3
merveilleux;marvelous;-;0.035294 0.214286;3
marcherais;except;-;1.000000 0.027523;3
jusque;So far;-;0.187500 0.428571;3
comme;were;-;0.006961 0.011858;3
niche;house;-;0.600000 0.002913;3
je manger;I;-;1.000000 0.000169;3
devra cuisiner;everyone;-;0.600000 0.056604;3
chance;countries;-;0.044118 0.103448;3
monter;bike;-;0.034483 0.187500;3
resta silencieux;silent during;-;0.136364 1.000000;3
pr�para;made;-;0.078947 0.004274;3
mon fr�re;brother;-;1.000000 0.000988;3
arr�te;wo;-;0.042857 0.051724;3
Quoi;rate;-;0.150000 0.250000;3
vous le;you;-;0.500000 0.000334;3
me suis;had;-;0.157895 0.004545;3
pas de;have;-;0.083333 0.001260;3
n';only;-;0.001761 0.009646;3
faim;looks hungry;-;0.001854 0.750000;3
peu;a little;-;0.004847 0.176471;3
je avoir;I;-;0.375000 0.000169;3
est de;is;-;0.428571 0.000228;3
??la;everything;-;0.333333 0.012658;3
Sa famille;family;-;0.300000 0.002770;3
appareil photo;This camera;-;0.002116 1.000000;3
d' eau;of;-;0.029412 0.000664;3
cause;gives;-;0.093750 0.045455;3
effet;act quickly;-;0.230769 0.300000;3
faire le;the;-;0.272727 0.000242;3
t�l�viseur;set;-;0.142857 0.041667;3
aimerais;would rather;-;0.009709 0.375000;3
toi;spend;-;0.021898 0.008850;3
nouvelles;Bad news;-;0.100000 0.300000;3
preniez;vacation;-;0.600000 0.014286;3
Par;Compared;-;0.272727 0.107143;3
Pas;headache;-;0.042254 0.014851;3
accord !;agree completely;-;0.750000 0.130435;3
ont;who;-;0.019108 0.006289;3
du;play;-;0.002521 0.009677;3
du poulet;chicken;-;1.000000 0.003896;3
pas passer;n't;-;1.000000 0.000333;3
connaissance;got acquainted;-;0.021277 1.000000;3
connaisse;know;-;0.115385 0.005556;3
quel;walked;-;0.085714 0.014423;3
�bri�t� dut;jail;-;1.000000 0.071429;3
raison;Of;-;0.018405 0.040000;3
cette;the;-;0.002027 0.000242;3
petit enfant;child;-;0.600000 0.004093;3
qui;first;-;0.003676 0.004172;3
des;best;-;0.003906 0.005714;3
Cette pomme;This apple;-;0.500000 1.000000;3
conduire;license;-;0.034091 0.075000;3
bordel;department store;-;0.073171 0.750000;3
locuteur;Unless;-;0.750000 0.300000;3
radiateur;warming;-;0.166667 0.333333;3
Ajoutez;spoonfuls;-;0.030303 0.600000;3
Mlle Cobb;Miss Cobb;-;0.200000 1.000000;3
sensation horrible;horrible;-;1.000000 0.066667;3
d';as;-;0.001451 0.005455;3
boit;drinks alcohol;-;0.010753 0.600000;3
attrap�;gone;-;0.023256 0.034884;3
ai demand�;asked;-;0.600000 0.003593;3
es lourd;heavy;-;0.500000 0.010239;3
reste d�pend;rest;-;1.000000 0.042254;3
froid;little cold;-;0.000798 0.230769;3
vous;if;-;0.000838 0.003456;3
Le soleil;sun;-;1.000000 0.009464;3
en bois;wooden;-;1.000000 0.045455;3
connais;know myself;-;0.018293 0.750000;3
votre;time;-;0.004658 0.001668;3
il fait;is;-;0.065217 0.000228;3
ma;head;-;0.003254 0.003226;3
cette;is this;-;0.002027 0.230769;3
avec l';with;-;1.000000 0.000764;3
arr�te;bleeding;-;0.042857 0.047619;3
exactement;quite;-;0.032609 0.025862;3
� table;is;-;0.166667 0.000228;3
,;, so;-;0.000158 0.428571;3
nous;told;-;0.001316 0.008929;3
argent;both ways;-;0.000985 0.750000;3
Il �tait;He;-;0.375000 0.000192;3
mettre;out;-;0.008798 0.008499;3
t';up;-;0.032609 0.006303;3
�;could;-;0.000638 0.005725;3
Lituanie;Lithuania;-;1.000000 1.000000;3
nageur dressa;gasped;-;1.000000 0.600000;3
Poyang;Poyang Lake;-;1.000000 1.000000;3
m�lancolie;melancholy vanish;-;1.000000 1.000000;3
accepte;accepts unfamiliar;-;0.375000 0.600000;3
centrale;operating;-;1.000000 1.000000;3
effectifs limit�s;limited;-;1.000000 1.000000;3
ind�termin�e;indefinite period;-;0.500000 0.375000;3
10mm.;10mm;-;0.375000 1.000000;3
gagnent;flogging;-;1.000000 1.000000;3
embauch�e;employed;-;1.000000 0.107143;3
acceptons;reduction;-;1.000000 1.000000;3
trouviez;sightseeing;-;1.000000 0.428571;3
os�;tightrope;-;1.000000 1.000000;3
brindille;twig;-;1.000000 1.000000;3
export�es;exported;-;1.000000 1.000000;3
pour une;a;-;1.000000 0.000221;3
Regarde;runs;-;0.017751 0.016854;3
test;awful;-;0.049180 0.103448;3
exception;rules;-;0.111111 0.021583;3
d�rangerait;TV;-;0.272727 0.012397;3
tomber;drop;-;0.037500 0.073171;3
vaisselle;Let;-;0.014851 0.016854;3
d';!;-;0.001451 0.000499;3
sera difficile;difficult;-;1.000000 0.005894;3
le petit-d�jeuner;breakfast;-;1.000000 0.002214;3
ni;or;-;0.085714 0.000945;3
th�;drink tea;-;0.000347 1.000000;3
rentrant chez;back;-;0.214286 0.021898;3
�tang aujourd'hui;pond today;-;0.750000 1.000000;3
Am�ricaine;girl;-;0.068182 0.003293;3
le faire;I;-;0.054545 0.000169;3
je;should I;-;0.001572 0.750000;3
serait;be;-;0.033333 0.002691;3
cas;are;-;0.001476 0.002216;3
plusieurs vari�t�s;many varieties;-;0.176471 0.600000;3
dites;everything;-;0.176471 0.012658;3
Peu reste;Little;-;0.136364 0.090909;3
Plus;enjoy;-;0.063830 0.045455;3
peu;little more;-;0.004847 1.000000;3
donne;Coffee gives;-;0.046154 0.375000;3
faire l';that;-;1.000000 0.001351;3
poisson cru;raw fish;-;0.300000 0.600000;3
co�te-t;material;-;0.428571 0.076923;3
vieillissant;older;-;0.428571 0.056604;3
objets;valuables;-;0.107143 0.375000;3
arriva;bolt;-;0.200000 0.500000;3
villa marine;seaside villa;-;1.000000 0.130435;3
appr�cient;classmate;-;1.000000 0.428571;3
jumelles;alike;-;0.428571 0.428571;3
Maman;??a;-;0.032609 1.000000;3
conversation;consultation;-;0.066667 1.000000;3
excuse bidon;Saying;-;0.085714 0.024000;3
sied;marvellously;-;0.068182 0.200000;3
�mis;listed;-;1.000000 1.000000;3
faisait froid;cold yesterday;-;0.200000 0.600000;3
tarder;once;-;0.230769 0.016949;3
Mon;runs;-;0.001835 0.016854;3
son;on his;-;0.002195 0.333333;3
march�;stock market;-;0.006593 0.750000;3
Une;thing;-;0.005051 0.010274;3
si chaud;hot;-;1.000000 0.001815;3
a;with;-;0.001283 0.000764;3
y avait;there;-;0.333333 0.005629;3
penche;bend over;-;0.041096 0.600000;3
mes dents;teeth hurts;-;1.000000 0.600000;3
l';like;-;0.001156 0.002991;3
temples japonais;temples;-;1.000000 0.120000;3
appartient;belongs;-;0.041096 0.272727;3
air .;.;-;0.750000 0.000004;3
dans;and;-;0.000892 0.000174;3
peu;little bit;-;0.004847 1.000000;3
correctement;job right;-;0.065217 0.428571;3
mure tomba;dropped;-;0.500000 0.037500;3
fait;than;-;0.000951 0.005929;3
seul;alone did;-;0.010453 0.428571;3
te comprends;understand;-;1.000000 0.013393;3
comme �a;how;-;1.000000 0.003417;3
Quiconque;Is;-;0.081081 0.009494;3
aim�;talk;-;0.052632 0.023810;3
vus entrer;them enter;-;0.272727 1.000000;3
perdu;fail again;-;0.007853 1.000000;3
enfants devraient;children;-;1.000000 0.002801;3
pleuve demain;rain tomorrow;-;0.428571 1.000000;3
Deux verres;Two;-;0.428571 0.019868;3
lys emplit;lilies filled;-;0.428571 1.000000;3
esp�re;catching;-;0.005272 0.107143;3
Vivant;miss;-;0.187500 0.040000;3
Universit�;traveling;-;0.333333 0.428571;3
pour;did;-;0.000808 0.003386;3
pommes;eating apples;-;0.010067 0.750000;3
vous;remember;-;0.000838 0.005758;3
si;if it;-;0.002705 1.000000;3
Tu aimes;love;-;0.750000 0.011494;3
avec moi;with;-;0.750000 0.000764;3
tant;got;-;0.051724 0.020134;3
Que;hell;-;0.006036 0.111111;3
continuez;same;-;0.166667 0.022556;3
pi�g�;trapped;-;1.000000 0.272727;3
panneau;warns;-;1.000000 1.000000;3
inattendue;barged;-;0.300000 0.230769;3
instinctivement;homing instinct;-;1.000000 1.000000;3
imaginaire;imaginary;-;1.000000 0.750000;3
porteur;porter;-;1.000000 1.000000;3
�lev�s;Sheep;-;1.000000 1.000000;3
d�posa;flood deposited;-;0.093750 0.750000;3
tremblaient;shaking;-;1.000000 0.333333;3
meilleurs;finest ingredients;-;0.150000 0.069767;3
Quelle;What a;-;0.043478 0.125000;3
pouvoir;only;-;0.068182 0.009646;3
avaient;were;-;0.750000 0.011858;3
Baisse;down;-;0.052632 0.035294;3
resta sous;underwater;-;1.000000 0.078947;3
une;do;-;0.000735 0.000737;3
Ce lit;bed;-;0.750000 0.003866;3
ce que;do you;-;0.018519 0.035714;3
perdu;habit;-;0.007853 0.022222;3
donn�;away;-;0.025862 0.050847;3
